QuestionID,CASCADE,CASCADE+BERT,CASCADE+COUNTER,MCAN,MCAN+BERT,MCAN+ROBERTA,MCAN+ALBERT,PANOPTIC
257004,nike,vans,0,nike,nike,0,nike,0
257005,white,white,white,white,white,white,white,white
262404000,white,white,white,green,green,green,green,brown
262404001,adults,adults,adults,children,children,children,children,children
262404002,woman,woman,woman,girl,girl,girl,girl,girl
393478000,red and white,blue and white,red and white,green and yellow,yellow and green,green and yellow,green and yellow,yellow
393478001,no,no,no,yes,yes,yes,yes,yes
393478002,no,no,no,yes,yes,yes,yes,yes
393478003,no,no,no,no,yes,no,no,no
131335000,no,yes,yes,no,yes,yes,yes,yes
131335001,no,no,no,no,no,yes,no,no
131335002,no,no,no,no,no,no,no,no
131335003,unknown,0,0,0,0,0,0,0
131335004,no,no,no,yes,yes,yes,yes,no
524333000,wood,plastic,plastic,wood,wood,wood,wood,wood
524333001,yes,yes,yes,yes,yes,yes,yes,yes
524333002,no,no,no,yes,yes,no,no,yes
524333003,yes,yes,yes,yes,yes,yes,yes,yes
524333004,yes,yes,yes,yes,no,yes,yes,yes
524333005,2,3,1,1,2,2,2,1
262425000,no,no,no,no,no,no,no,no
262425001,no,no,no,no,no,no,no,no
262425002,yes,yes,yes,no,no,no,no,no
262425003,yes,yes,yes,no,no,yes,yes,no
262425004,no 1,bird,bird,no 1,no 1,no 1,no 1,no 1
283000,red,red,red,red,red,red,red,red
283001,wine,wine,wine,wine,wine,wine,wine,wine
283002,wood,wood,wood,glass,glass,glass,glass,wood
283003,wine,wine,wine,wine,wine,wine,wine,wine
283004,wine,wine,wine,wine,wine,wine,wine,wine
283005,brown,brown,brown,gray,gray,white,gray,white
283006,no,yes,yes,yes,yes,yes,yes,yes
285000,no,no,no,yes,yes,yes,yes,yes
285001,yes,yes,yes,yes,yes,yes,yes,yes
285002,yes,yes,yes,yes,yes,yes,yes,yes
524575000,no,no,no,no,no,no,no,no
524575001,no,no,no,no,no,yes,no,no
524575002,no,no,no,yes,yes,yes,yes,no
524575003,antelope,deer,antelope,bird,giraffe,giraffe,horse,dog
524577000,noon,noon,noon,noon,daytime,noon,noon,noon
524577001,no,no,no,no,no,no,yes,yes
524577002,morning,morning,afternoon,morning,afternoon,morning,afternoon,morning
524577003,2 hours,2 hours,2 hours,2 hours,2 hours,2 hours,2 hours,2 hours
524577004,brown,brown,brown,brown,brown,brown,brown,brown
524577005,noon,noon,noon,noon,noon,noon,noon,noon
524577006,1,1,1,1,1,1,1,2
524577007,no,noon,noon,noon,4,3,noon,noon
524577008,no,noon,noon,3,4,3,3,12:00
524577009,no,noon,noon,3,4,3,noon,noon
524577010,yes,yes,yes,yes,no,yes,yes,yes
524577011,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
524577012,pm,pm,pm,pm,pm,pm,pm,pm
524577013,noon,noon,noon,noon,4,noon,noon,noon
524577014,yes,yes,yes,yes,yes,yes,yes,yes
524577015,yes,yes,yes,no,no,yes,yes,yes
524577016,2 hours,2 hours,2 hours,2 hours,2 hours,2 hours,2 hours,2 hours
524577017,on building,tower,tower,on building,on building,on building,on building,on building
524577018,brick,brick,brick,brick,brick,brick,brick,brick
524577019,3,3,3,3,3,3,2,3
524577020,noon,noon,noon,noon,noon,noon,noon,noon
524577021,brown,brown,brown,brown,brown,brown,brown,brown
524577022,brown,white,white,brown,brown,brown,brown,brown
524577023,1,1,1,1,1,1,1,1
524577024,on building,on building,tower,on building,on building,on building,on building,on building
524577025,no,no,yes,yes,yes,yes,yes,yes
524577026,english,roman,roman numerals,english,english,roman,english,roman
524577027,roman numerals,roman numerals,roman numerals,roman numerals,roman numerals,roman numerals,roman numerals,roman numerals
524577028,no,no,no,no,no,no,yes,yes
524577029,1,1,0,0,0,0,0,2
294000,yes,yes,yes,yes,yes,yes,yes,yes
294001,coffee,coffee,coffee,wine,soup,coffee,food,wine
294002,no,yes,yes,yes,yes,no,no,yes
294003,white,white,white,red,red,black,red,green
294004,microwave,microwave,microwave,stove,stove,pot,food,phone
294005,yes,yes,yes,yes,yes,yes,no,yes
294006,no,yes,yes,yes,no,no,yes,no
294007,white,white,white,gray,gray,gray,gray,tan
294008,1,1,1,1,1,1,1,1
294009,eating,cooking,nothing,cooking,cooking,cooking,cooking,cutting
294010,yes,yes,yes,yes,yes,no,yes,yes
294011,clock,clock,clock,utensils,pots,utensils,pans,picture
294012,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
294013,american,american,asian,american,white,american,american,american
294014,stove,spoon,stove,stove,stove,pot,stove,wine
294015,1,1,1,3,2,1,3,1
393511000,yes,yes,yes,yes,yes,yes,yes,yes
393511001,water,milk,milk,milk,coffee,tea,soup,milk
393511002,no,no,no,yes,yes,yes,yes,no
262440000,down,down,down,down,down,down,down,down
262440001,white,white,white,white,white,white,white,white
262440002,tile,tile,tile,tile,tile,tile,tile,tile
262440003,2,2,1,2,2,1,2,2
262440004,white,white,white,green,green,green,green,blue
262440005,yes,yes,no,yes,yes,yes,yes,yes
262440006,yes,yes,yes,yes,yes,yes,yes,yes
262440007,no,no,no,yes,no,no,yes,no
262440008,no,no,no,no,no,no,no,no
262440009,yes,yes,no,no,yes,yes,yes,yes
262440010,white,white,white,blue,black,blue,blue,blue
262440011,yes,yes,yes,yes,yes,no,yes,no
262440012,4,2,2,1,1,1,1,2
262440013,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom
393513000,no,no,no,no,no,no,no,yes
393513001,yes,yes,yes,yes,yes,yes,yes,yes
393513002,sun,sky,sky,sky,sky,sky,sky,sun
393513003,no,yes,yes,no,no,no,no,no
393513004,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,jumping
393513005,hat,hat,hat,helmet,helmet,helmet,helmet,hat
393523000,no,yes,no,yes,yes,no,yes,no
393523001,yes,yes,yes,no,no,no,no,no
393523002,no,yes,yes,no,no,no,no,no
393523003,london,london,london,london,london,london,london,london
393523004,yes,no,no,yes,yes,yes,yes,yes
524601000,white,white,gray,white,white,white,white,blue
524601001,no,yes,yes,no,yes,yes,no,no
524601002,wii,wii,wii,wii,wii,wii,wii,wii
524601003,5,5,5,4,4,4,4,4
524601004,no,no,no,no,no,no,no,no
524601005,wii,wii,wii,wii,wii,wii,wii,wii
524601006,no,no,no,no,no,no,no,no
524601007,2,2,3,2,2,2,2,2
524601008,0,0,2,0,0,0,0,0
524601009,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii
524601010,no,no,no,no,no,no,no,no
524601011,yes,yes,yes,yes,yes,yes,yes,yes
524601012,4,4,4,4,4,4,4,2
131386000,red,red,red,yellow,blue,white,white,black
131386001,4,4,4,6,9,6,6,3
131386002,no,yes,yes,yes,yes,yes,yes,yes
262460000,clothes,pictures,paper,books,books,books,books,books
262460001,tie,tie,tie,hat,tie,tie,hat,tie
262460002,no,no,yes,yes,no,yes,yes,yes
131390000,yes,yes,yes,yes,yes,yes,yes,yes
131390001,no,yes,yes,yes,yes,no,yes,yes
131390002,cows,cow,cow,cows,cow,cow,cow,cows
131390003,cows,cows,cows,cows,cows,cows,cows,cows
262466000,yes,yes,yes,no,no,yes,no,yes
262466001,vase,0,0,vase,clock,vase,painting,vase
262466002,wall,yes,corner,blue,corner,window,wall,water
262466003,yes,no,yes,yes,yes,yes,no,no
262466004,white,white,white,blue,blue,blue,blue,blue
262466005,white,white,white,blue,blue,blue,blue,blue
262466006,blue,blue,blue,blue,blue,blue,blue,blue
524611000,0,0,0,0,0,1,1,1
524611001,red,red,yellow,white,white,white,brown,red
524611002,0,unknown,unknown,no,luggage,yes,unknown,0
524611003,no,no,yes,no,yes,yes,no,no
524611004,right,left,left,left,right,left,left,left
524611005,south,1,don't know,south,don't know,america,train,north
524611006,no,no,no,no,no,no,no,no
524611007,freight,cargo,freight,freight,freight,cargo,cargo,steam
262471000,yes,no,yes,yes,yes,yes,yes,yes
262471001,stop,stop,stop,stop,stop,stop,stop,stop
262471002,nothing,food,nothing,wood,nothing,nothing,nothing,wine
262471003,commercial,residential,residential,residential,residential,residential,residential,commercial
262471004,right,right,right,right,right,right,right,right
262471005,no,no,no,no,no,yes,no,no
262471006,stop,stop,stop,stop,stop,stop,stop,stop
262471007,yes,yes,yes,yes,yes,yes,yes,yes
262471008,street,road,road,street,road,stop sign,stop sign,street
328000,bench,bench,bench,bench,bench,bench,bench,bench
328001,0,army,0,army,0,military,0,army
328002,army,army,army,army,army,army,army,army
21900000,adult,adult,adult,adult,adult,adult,adult,adult
21900001,yes,yes,yes,no,no,yes,yes,yes
21900002,no,no,no,no,no,no,no,no
21900003,yes,no,yes,yes,yes,yes,yes,no
21900004,blue,blue,blue,red,white,white,brown,white
393547000,no,no,yes,no,no,no,no,yes
393547001,chair,chair,chair,chair,chair,chair,chair,floor
393547002,black,orange,gray,orange,orange,orange,orange,orange and white
262476000,yes,yes,yes,yes,yes,yes,yes,yes
262476001,5,5,5,4,4,4,5,5
262476002,0,3,0,15,12,20,7,0
524621000,0,0,0,0,0,0,0,0
524621001,yes,yes,yes,yes,yes,yes,yes,yes
524621002,no,no,yes,no,no,no,no,no
524621003,male,male,male,male,male,male,male,male
524621004,young,young,young,young,young,young,young,young
524621005,no,no,no,no,no,no,no,no
524621006,no,no,no,no,no,no,no,yes
524621007,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe
524621008,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe
524621009,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe
524621010,yes,yes,yes,yes,yes,yes,yes,yes
524621011,no,no,no,no,no,no,no,no
524621012,no,yes,yes,yes,yes,yes,yes,yes
524621013,yes,yes,yes,yes,yes,yes,yes,yes
524621014,standing,standing,standing,standing,standing,standing,standing,standing
524621015,no,no,no,yes,no,no,no,yes
524621016,no,no,no,no,no,no,no,no
524621017,4,2,4,2,4,2,2,2
524621018,giraffes,giraffe,giraffes,giraffe,giraffe,giraffes,giraffes,giraffe
524621019,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe
524621020,no,no,no,no,no,no,no,no
524621021,2,2,2,2,2,2,2,2
524621022,giraffes,giraffes,giraffes,giraffes,giraffes,giraffe,giraffe,giraffes
524621023,no,no,no,no,no,no,no,no
524621024,neither,both,both,neither,both,grass,both,fruit
524621025,many,100,100,many,100,many,many,many
524621026,many,many,many,100,many,many,100,many
524621027,nothing,0,stripes,spots,0,0,spots,brown
524621028,at camera,at camera,right,at camera,at camera,at camera,at camera,left
524621029,yes,yes,yes,yes,yes,yes,yes,yes
338000,no,no,no,no,no,no,no,no
338001,noon,noon,noon,noon,noon,noon,noon,noon
338002,cooking,standing,cooking,cooking,cooking,cooking,cooking,cooking
524627000,no,yes,yes,no,no,yes,yes,no
524627001,no,yes,yes,yes,yes,yes,no,yes
524627002,0,0,0,0,0,blue,glazed,chocolate
393557000,2,2,2,3,3,3,3,10
393557001,no,no,no,no,no,no,no,no
393557002,black and white,black and white,black and white,black and white,black and white,black and white,black and white,black and white
262487000,white,white,white,white,white,white,white,white
262487001,black,black,black,red,red,red,red,red
262487002,umpire,umpire,umpire,umpire,umpire,umpire,umpire,umpire
131416000,bun,cheese,meat,bread,lettuce,lettuce,lettuce,plate
131416001,toothpick,toothpick,toothpick,toothpick,toothpick,toothpick,toothpick,toothpick
131416002,lettuce,lettuce,lettuce,lettuce,lettuce,lettuce,lettuce,lettuce
131416003,soda,soda,soda,coca cola,coca cola,coca cola,soda,water
131418000,no,no,no,no,no,no,no,no
131418001,2,2,2,2,3,2,2,2
131418002,no,no,yes,no,yes,no,no,no
546191000,yes,yes,yes,yes,yes,yes,yes,yes
546191001,no,no,no,no,no,no,no,no
546191002,2,1,2,1,1,1,1,1
546191003,no,no,no,no,no,no,no,no
546191004,no,no,no,no,no,no,no,no
524637000,toilet,toilet,toilet paper,tile,tile,tile,tile,tile
524637001,no,no,no,no,yes,no,no,no
524637002,square,square,square,square,square,square,square,square
524637003,toilet,toilet,toilet,toilet,toilet,toilet,toilet,toilet
524637004,tile,tiled,tiled,tiled,tiled,tile,tile,tile
524637005,yes,yes,yes,yes,yes,yes,yes,yes
524637006,no,no,no,yes,yes,yes,no,no
524637007,seat,lid,lid,seat,lid,lid,seat,seat
524638000,no,yes,no,yes,yes,yes,yes,no
524638001,no,no,yes,no,no,no,no,yes
524638002,white,white,white,green,green,green,green,blue
524638003,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee
393569000,no,no,no,yes,no,yes,no,yes
393569001,night,night,bathroom,morning,bathroom,bathroom,daytime,daytime
393569002,book,book,book,toilet,toothbrush,towel,cat,toilet
524642000,yes,yes,yes,yes,yes,no,yes,yes
524642001,0,0,0,0,0,0,0,1
524642002,north america,north america,north america,north america,north america,north america,north america,north america
524642003,books,books,books,books,books,books,books,books
524642004,no,no,yes,yes,yes,yes,yes,yes
524642005,100,many,many,many,100,100,many,many
524642006,reading,reading,reading,reading,reading,reading,reading,nothing
357000,umpire,umpire,umpire,umpire,umpire,umpire,umpire,umpire
357001,yes,yes,no,yes,yes,yes,yes,yes
357002,no,very,very,yes,not likely,not likely,not likely,very
359000,overcast,overcast,overcast,overcast,overcast,overcast,overcast,overcast
359001,yes,yes,yes,yes,yes,yes,yes,yes
359002,no,no,yes,no,no,no,no,no
360000,no,yes,no,yes,yes,yes,yes,no
360001,snowboarding,snowboarding,snowboarding,jumping,jumping,snowboarding,jumping,skateboarding
360002,no,no,no,no,no,no,no,no
262505000,yes,yes,yes,yes,no,yes,yes,yes
262505001,8,8,10,8,8,6,8,7
262505002,no,no,yes,yes,yes,yes,yes,yes
262505003,yes,yes,yes,yes,yes,yes,yes,yes
262505004,2,2,3,7,4,6,6,2
262505005,yes,yes,yes,yes,yes,yes,yes,yes
393578000,no,no,yes,no,no,no,no,no
393578001,no,no,no,no,no,no,no,no
393578002,50,50,50,10,50,50,50,20
262509000,yes,yes,no,yes,yes,no,no,no
262509001,middle,clock tower,middle,middle,middle,middle,middle,middle
262509002,yes,yes,yes,yes,yes,yes,yes,no
262509003,no,no,no,no,no,no,no,no
262509004,many,many,5,6,6,5,6,3
262509005,city,ocean,city,city,river,city,city,city
262509006,no,yes,yes,no,no,no,no,no
262509007,blue,white,blue,blue,blue,blue,blue,blue
262509008,yes,no,no,yes,no,yes,no,no
262509009,water,water,water,water,in water,water,in water,left
393583000,stop,stop,stop,stop,stop,stop,stop,stop
393583001,city,boat,boat,no,stop sign,parking lot,yes,skate park
393583002,usa,usa,usa,usa,usa,usa,usa,usa
393583003,red,red,red,red,red,red,red,red
393583004,yes,yes,yes,yes,yes,yes,yes,yes
524656000,counter,counter,counter,counter,stove,sink,counter,oven
524656001,yes,no,yes,no,no,yes,yes,no
524656002,yes,yes,yes,no,no,yes,no,no
568040000,yes,yes,yes,yes,yes,yes,yes,yes
568040001,elephant,fur,dirt,elephant,fur,black,fur,elephant
568040002,yes,yes,yes,yes,yes,yes,yes,yes
568040003,elephant,elephant,elephant,elephant,elephant,elephant,elephant,elephant
568040004,yes,yes,yes,yes,yes,yes,yes,no
568040005,no,no,no,yes,yes,yes,yes,yes
568040006,2,2,2,2,2,2,2,2
262514000,no,yes,yes,no,yes,yes,yes,no
262514001,yes,yes,yes,no,no,yes,no,no
262514002,bathroom,bathroom,bathroom,work,bathroom,cooking,toilet,cooking
262514003,no,no,no,no,no,no,no,no
131444000,yes,no,yes,no,no,no,no,no
131444001,red,red,blue,blue,blue,black,black,red
131444002,yes,no,yes,yes,yes,yes,yes,no
43753000,rainy,cold,sunny,shirt,sunny,sunny,warm,sunny
43753001,banana,banana,banana,banana,banana,banana,banana,food
43753002,beach,banana,banana,banana,kitchen,banana,kitchen,outside
43753003,peace,peace,peace,peace,peace,peace,peace,peace
43753004,yes,yes,yes,yes,yes,yes,yes,yes
43753005,hat,hat,hair,headband,headband,headband,headband,hat
43753006,banana,banana,banana,banana,banana,banana,banana,food
43753007,no,no,no,no,no,no,no,no
524665000,standing,walking,standing,standing,standing,standing,standing,standing
524665001,yes,no,yes,yes,yes,yes,yes,no
524665002,dog,dog,dog,dog,dog,dog,dog,dog
262522000,no,no,no,yes,yes,yes,yes,yes
262522001,yes,yes,yes,yes,yes,yes,yes,yes
262522002,yes,yes,yes,no,yes,yes,yes,no
131453000,no,no,yes,yes,no,yes,no,yes
131453001,yes,no,no,no,no,no,no,no
131453002,large,large,large,baby,large,large,large,baby
131453003,no,very,very,very,very,very,not very,very
131453004,no,no,no,no,yes,no,no,yes
262531000,no,yes,no,yes,yes,yes,yes,yes
262531001,taking picture,taking picture,taking picture,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding
262531002,skateboard,skateboard,skateboard,skateboard,skateboarder,skateboarder,skateboard,skateboarder
262531003,black,green,green,red,yellow,yellow,yellow,green
262531004,black,black,black,white,black,black,black,blue
262531005,yes,yes,yes,yes,yes,yes,yes,yes
262531006,nothing,nothing,cell phone,nothing,nothing,nothing,nothing,ball
262531007,4,2,5,2,3,2,2,4
524681000,yes,yes,yes,yes,yes,yes,yes,yes
524681001,west,west,west,west,east,west,west,west
524681002,kite,kite,kite,beach,kite,kite,kite,beach
524681003,wind,wind,wind,wind,wind,wind,wind,wind
524681004,yes,yes,yes,flying kite,yes,yes,beach,kite flying
524681005,5,5,5,10,10,10,10,4
524681006,green,green,green,brown,brown,brown,brown,brown
395000,black,black,black,orange,red,red,red,red
395001,talking on phone,talking on phone,texting,talking on phone,talking on phone,talking on phone,talking on phone,talking on phone
395002,no,no,no,yes,no,yes,no,no
397000,basil,basil,spinach,spinach,basil,basil,basil,spinach
397001,italy,italy,italy,italy,italy,italy,italy,italy
397002,pizza,pizza,pizza,pizza,pizza,pizza,pizza,pizza
397003,cheese,cheese,cheese,cheese,cheese,cheese,cheese,pepperoni
400000,nothing,nothing,nothing,nothing,no,dog,nothing,nothing
400001,yes,yes,yes,yes,yes,yes,yes,yes
400002,dog,dog,dog,dog,dog,dog,dog,dog
400003,yes,yes,yes,yes,yes,yes,yes,yes
524694000,no,yes,yes,no,no,no,no,no
524694001,yes,yes,yes,yes,yes,yes,yes,yes
524694002,yes,no,yes,no,no,no,no,no
524694003,zoo,zoo,zoo,zoo,zoo,zoo,zoo,zoo
524702000,0,0,4,4,5,4,6,4
524702001,no,no,no,no,no,no,no,no
524702002,yes,yes,yes,yes,yes,yes,yes,yes
524702003,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii,posing
415000,yes,yes,yes,yes,yes,yes,yes,yes
415001,shorts,shorts,white,shorts,blue,blue,blue,blue
415002,yes,yes,yes,yes,yes,yes,yes,no
415003,kia,polo,kia,kia,chase,kia,man,kia
546203000,winter,winter,winter,winter,winter,winter,winter,winter
546203001,yes,yes,no,yes,yes,yes,no,yes
546203002,no,no,no,yes,yes,no,yes,no
131493000,7,7,7,6,5,8,5,3
131493001,wood,wood,wood,metal,wood,wood,wood,wood
131493002,transportation,transportation,people,passengers,fishing,freight,transportation,transportation
131493003,1,2,2,3,3,3,3,2
131493004,1,2,2,1,2,1,2,3
131494000,black,red,red,blue,blue,blue,blue,blue
131494001,yes,yes,no,yes,yes,no,yes,no
131494002,yes,yes,yes,yes,yes,yes,yes,yes
131497000,no,yes,yes,no,no,no,no,no
131497001,hat,hat,hat,hat,collar,collar,nothing,hat
131497002,no,no,no,no,no,no,yes,no
428000,tie,tie,tie,necklace,necklace,necklace,tie,nothing
428001,no,no,no,no,no,no,yes,yes
428002,white,yellow,blue,white,white,white,white,yellow
393647000,0,0,23,4,0,no,12,0
393647001,0,0,0,0,0,0,0,0
393647002,sign,sign,sign,sign,lights,flag,sign,sign
393647003,yes,no,no,yes,yes,yes,yes,yes
393647004,bus,bus,bus,bus,bus,bus,bus,bus
393647005,no,no,yes,no,no,yes,no,yes
393647006,2,1,1,4,0,yes,2,2
262576000,dell,dell,dell,dell,dell,dell,dell,dell
262576001,on,on,on,on,off,on,off,on
262576002,yes,no,yes,yes,yes,no,no,yes
262576003,blue,blue,blue,blue,blue,blue,blue,blue
524725000,yes,yes,yes,yes,yes,yes,yes,yes
524725001,2,2,2,1,2,1,1,2
524725002,no,no,no,no,no,no,no,no
73000,5,can't tell,can't tell,1,yes,2,motorcycle,can't tell
73001,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,bike,motorcycle
73002,red,red,red,black,black,black,black,black
73003,0,,0,,,,no,0
393659000,yes,yes,yes,yes,yes,yes,yes,yes
393659001,1,2,1,2,2,2,2,2
393659002,2,1,2,3,2,3,3,1
131516000,no,no,no,yes,no,yes,yes,yes
131516001,no,no,no,no,no,no,no,no
131516002,no,no,no,yes,yes,yes,no,no
262594000,black,black,black,black,black,black,black,black
262594001,red,red,red,purple,purple,purple,purple,pink
